phrase,target
"Following the registration , the share capital of Biotie is EUR 52,556,678.10 ",input
The company will release its 2010 results on 11 February 2011 ,input
"The Filter Tips cover the volume range from 0.1-1200 -Ã¯Â¿Â½l including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -Ã¯Â¿Â½l volume capacities ",input
"The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million ",input
"- The Group -Ã¯Â¿Â½ s profit before taxes was EUR 0,2 7,8 million ",input
Vacon controls a further 5 % of the company via investment fund Power Fund I. EUR 1.0 = USD 1.39,input
"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 ",input
"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said ",input
"CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said ",input
Mobile communication and wireless broadband provider Nokia Inc NYSE : NOK today set new financial targets and forecasts for Nokia and the mobile device industry and also for Nokia Siemens Networks and the mobile and fixed infrastructure and related services market ,input
"CHS Expo Freight is a major Finnish fair , exhibition and culture logistics company that provides logistics services to various events by land , air and sea ",input
They will be sunk to a depth of some 360-380 metres and fixed to the bottom mud by vacuum ,input
"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries ",input
Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management ,input
"The works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems ",input
"The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 ",input
"The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group ",input
The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum ,input
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes ,input
"BAVARIA Industriekapital AG 's 2006 revenues were EUR 333 million , with an EBITDA of EUR 51 million ",input
"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News ",input
Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland ,input
"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 ",input
"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources ",input
Activities range from the development of natural resources to the retailed marketing of finished products ,input
"The company , which has EUR2 .8 bn in assets , counts among its five largest shareholders Finnish insurers Ilmarinen 4.34 % and Varma 0.70 % , as well as the Finnish state pension fund VER 0.61 % ",input
Why not subscribe to the magazine ,input
"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze ",input
The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting ,input
The EUR17m contract includes both design and construction works ,input
We offer our customers solutions based on renewable raw materials ,input
"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day ",input
"The product range includes marinated olives , cold cuts , and pates , for example ",input
Net investment incom,input
"The second variant offers complete final finishing of any selected apartment with foreign high quality materials ( Finland , Denmark , Germany , France ) ",input
"According to Finnair Technical Services , the measure is above all due to the employment situation ",input
`` This could be us ,input
Its market share is 6 percent according to AC Nielsen 's 2008 data ,input
The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 ,input
"Includes company and brand share data by category , as well as distribution channel data ",input
"The contract covers the manufacturing , surface-treatment and installation of the steel structures ",input
"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY ",input
"Its annual capacity is some 10,000 MW ",input
The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live ,input
Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . ',input
Raute is listed on the Nordic exchange in Helsinki ,input
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite ",input
"With the U.S. Federal Government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline ",input
"Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila ",input
"Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot ",input
"The order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for Plyfa 's Hassela mill , central Sweden ",input
"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima ",input
"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania ",input
Catalysts segment includes refinery catalysts and polyolefin catalysts product categories ,input
"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says ",input
"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa ",input
Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997 ,input
"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized ",input
"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module ",input
They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi ,input
"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo ",input
Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 ,input
"Country : , Finland Sector : Construction-Real Estate Target : Pohjolan Design-Talo Oy Buyer : CapMan Oyj Vendor : Ruukki Group Oyj Deal size in USD : 102.6 m Type : Divestment Status : Agree",input
"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up ",input
`` We could be there ,input
"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well ",input
The new organization consists of two business units : Charging & Messaging and Finance & Administration ,input
"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan ",input
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki ,input
"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots ",input
"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux ",input
"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) ",input
The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million ,input
The maximum number of new shares to be offered is 22 million ,input
"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis ",input
"About 72 % of Evraz Group shares are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other ",input
"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn ",input
The identity of the buyer is not yet known ,input
Her present position is the director of Stockmann 's international department stores ,input
"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense ",input
The company website is www.ahlstrom.com ,input
The sellers were the founders of the company ,input
`` The issues identified by Stonesoft affect a range of content inspection technology ,input
Exel wants to serve its industrial customers with individual products ,input
Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 ,input
"The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007 ",input
The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities ,input
The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors ,input
"According to latest information , Benefon will launch its Twig device on 20 September 2006 ",input
Financing of the project will come mainly from China ,input
The figure does not include food exports from Finland ,input
"The latest date for registration is on 4 April , 2006 ",input
"`` Each year , personal entertainment plays a more significant role in determining whether a fitness facility 's workout experience is pleasurable or a chore , '' said Brian Wilson , director of marketing for Precor 's Entertainment & Services Division ",input
R&D Loan ) ,input
Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 ,input
Lieksaare Oy has earlier been regarded under the control of Saarelainen Oy and the individual shareholders under the shareholder agreement ,input
Mr. Doring has been with Eaton since 1989 and acted as the Business Unit Manager for Eaton 's Power Controls Business Unit since January 2007 ,input
"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries ",input
A total of $ 78 million will be invested in the project ,input
The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system ,input
"The deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said ",input
"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees ",input
"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking ",input
EUR 152.4 mn of this was net interest income ,input
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. ",input
"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world ",input
Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision ,input
HK Ruokatalo 's target is to know the consumers ,input
Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m ,input
"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote ",input
"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries ",input
"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 ",input
"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 ",input
The agreement is valid for four years ,input
The value of the order is about EUR 30mn ,input
Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis ,input
"LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council ",input
Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas ,input
The investment would be some EUR5m ,input
The value of the contract is about EUR 27mn ,input
"Financial , strategic and operational factors are considered ",input
Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) ,input
The first of the two project phases is expected to be completed by the end of 2012 ,input
The employee negotiations are to address measures needed to adjust the operations to the present production situation ,input
"Based in Helsinki , Finland , Ramirent has branches in 13 Nordic , central and Eastern European countries ",input
"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services ",input
"Luna took fifth place on six-under 207 , a shot behind Spain 's Beatriz Recari and Germany 's Martina Eberl , while Welsh player Becky Brewerton was the highest-placed British finisher , sharing seventh place on three-under 210 after shooting 71 ",input
The value of the multi-year agreement is over EUR 2mn a year ,input
"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 ",input
"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc. ",input
UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' ,input
The reductions will be concluded by autumn 2010 ,input
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program ,input
Other details were not provided ,input
The combined value of the orders is EUR 45mn ,input
"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ",input
Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 ,input
As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy ,input
Okmetic has used the furnaces for the contract manufacturing of solar crystals ,input
( The acquisition sum has not been disclosed . ,input
The invention carries International Patent Publication No. ,input
"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction ",input
The company specialises in temporary electrification and heating at construction sites ,input
It posted a turnover of 4.5 mln euro $ 6.1 mln and an operating profit of 1.5 mln euro $ 2.0 mln for 2006 ,input
Financial terms were n't disclosed ,input
"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia ",input
"The total size of the complex is around 25,000 m2 and the project will be constructed in stages ",input
The customers will have an access to integrated propeller and gear packages from one source ,input
"One can also apply for jobs directly from the iPad , select which CV to attach and which covering letter is most appropriate for each position ",input
"When dialing in , the participants should quote 877417 as conference ID ",input
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said ",input
Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia ,input
"After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 % ",input
"Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market ",input
"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki ",input
The measures taken will cause one-time costs during the final part of 2006 ,input
Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color ,input
"Meanwhile , Alfa owns 25.1 % of MegaFon through Altimo , and 4.99 % of Turkcell via an 18.5 % stake in Cukurova Holding ",input
Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec ,input
"The share capital of Basware Corporation is 11,720,829 ",input
An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com ,input
"With five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing ",input
Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia ,input
"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 % ",input
The group 's net sales in 2007 were EUR683 .6 m,input
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide ,input
It will report full-year results on August 22 ,input
The value of the order is nearly EUR400m ,input
"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details ",input
"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 ",input
"According to Sweden 's Minister for Local Government and Financial Markets , Mats Odell , the decision to sell the State 's shares in telecom group TeliaSonera can only be carried out in cooperation with the State of Finland ",input
The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS ,input
"In Penttil+Ã¯Â¿Â½ 's vision , the most important reason for the transaction is Russia ",input
"The other seats would go to Edgar Edmonds , an American with experience of the clothing and retail industry , and Christian Fischer , an Austrian with experience in the winter sports goods business ",input
The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006 ,input
"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said ",input
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan ,input
"Currently it operates a fleet of eight carriers , as well as nine pushers and barges ",input
"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty ",input
"Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year ",input
Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report ,input
The net sales of the Power Plants business were EUR 710.3 million in 2005 ,input
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme ",input
- Cash flow from operating activities before investments was EUR 0.8 -1.2 million ,input
"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 ",input
It is expected to be completed by the end of 2007 ,input
"Under the rental agreement , Stockmann was committed to invest in the building of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004 ",input
This corrensponds to 4.628 percent of Okmetic 's share capital and voting rights ,input
The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI ,input
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. ",input
"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-Ã¯Â¿Â½323-Ã¯Â¿Â½6201 USA ",input
No service pricing details were disclosed ,input
"Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer ",input
"The facility will be used to refinance Citycon 's existing credit facility , the company said ",input
"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place ",input
For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register ,input
"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 ",input
"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds ",input
Arena Partners Oy is a development company for electronic business ,input
Raisio is the site of the main production plants as well as company headquarters ,input
The building will house product development and test laboratories ,input
"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don ",input
"`` Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface '' was invented by Marko Ahvenainen Ruutana , Finland ",input
The share subscription period will expire on 30 September 2007 ,input
"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel ",input
"She will succeed Krister Kylas , who has decided to leave TeliaSonera ",input
Union and company officials did not return calls yesterday ,input
Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format ,input
"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland ",input
"The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers ",input
"The order values at EUR 6.9 mn , and it consists of design services and hardware and software licences ",input
The presentation material can be viewed on the company 's website in English after the conference ,input
"The firm is headquartered in Vantaa , southern Finland and has 16 employees ",input
"In 2007 , Etteplan had turnover of EUR125 .2 m",input
Coffee will be served starting at 14:30 EET as well as after the event ,input
Construction is scheduled to start in April-June 2007 and to be completed in early 2008 ,input
The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations ,input
"Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007 ",input
The percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the Trade Register and the total number of voting rights related to them ,input
"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital ",input
The webcast may be followed online on the company website at www.ruukki.com/investors ,input
This corresponds to 6.81 percent of Okmetic 's share capital and voting rights ,input
He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 ,input
The shares represented 4.998 % of total share capital and 2.14 % of total voting rights ,input
"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely ",input
"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares ",input
"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group ",input
"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported ",input
Marimekko is considering further measures in the matter ,input
The fine print is here ,input
`` We are selling an information systems development business to the Finns ,input
The enterprise value of Maritim Food AS has been determined as approximately EUR15m ,input
The company says the measures are no longer needed ,input
"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights ",input
The company expects meat purchases to remain at about 8mn kilos in 2011 ,input
"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit ",input
"L+Ã¯Â¿Â½nnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish ",input
"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . '",input
4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc. ,input
"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International ",input
"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team ",input
A few employees would remain at the Oulu plant in support functions for other group units ,input
"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics ",input
"The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 ",input
"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China ",input
"SCOPI Chief Business Excellence Officer , Eng ",input
"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital ",input
"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo ",input
"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices ",input
"Established in 1989 , CapMan manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EURO 3 billion $ 4 billion in total capital ",input
"The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand ",input
"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 ",input
"In this way , the industry 's starting point has been the consumers ' needs ",input
Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards ,input
The financial details of the acquisition were not disclosed ,input
Total value of the contract is about EUR 10mn ,input
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland ",input
"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. ",input
"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said ",input
"According to business media reports , Usmanov planned to transfer his MegaFon stake to the state-controlled Svyazinvest , in exchange for a stake in the merged RosTelecom ",input
"Nordstjernan will make the offer in approximately one month , in September 2007 ",input
The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 ,input
"They can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy ",input
"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree ",input
The company 's model is based on developer contracting construction projects and customer focused project management ,input
"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki ",input
"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus ",input
Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse ,input
"The composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground . '",input
The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk ,input
"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms ",input
At CapMan Haavisto will be responsible for Group Finances and Accounting and IT ,input
"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen ",input
No financial details were revealed ,input
"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara ",input
The new SEPA cads will replace Finnish bank cards ,input
"Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes ; 70 % of sales go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other locations ",input
"The total number of voting rights is 74,612,523 ",input
"The parties have agreed not to disclose the price of the deal , the group said in a press release ",input
"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia ",input
`` Our aim is to understand different traffic patterns based on the use of each building ,input
"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red ",input
"The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Market Pulp and Energy ",input
"So far as is known , he did not sell shares that he owns personally ",input
The project is expected to be completed in 2009 ,input
"8,600 m , and at the time of investment it is fully leased to several tenants ",input
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley ",input
Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 ,input
This amount will not be included in the pensionable salary ,input
Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK ,input
The solution will be installed in the USA to support the North American operations of the customer ,input
"Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -Ã¯Â¿Â½ Copyright of Globes Publisher Itonut 1983 Ltd. 200",input
The total value of the deliveries is some EUR65m ,input
The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq ,input
"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same ",input
CS Cabot 's main consumers on the Czech and Slovak market are tires producers Barum Continental and Matador Continental ,input
"The Network Test Business is part of Elektrobit 's Test and Automation Business Segment and employs 39 people in Finland and 22 people abroad , mainly in the US and Asia ",input
"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space ",input
The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com ,input
It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook ,input
"Mr. McDonald started the evening with his own set , featuring hits from his solo career and his Doobie Brothers years and a selection of R&B cover songs that met with mixed results ",input
The Board of Directors was authorized to decide on other terms of the share issue ,input
Financial details were n't disclosed ,input
"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn ",input
Terms of the acquisition were not disclosed ,input
The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 ,input
"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products ",input
"The company has the poser , who wants to impress people with the latest handset ",input
